locus_tag	ftype	length_bp	gene	EC_number	COG	product
PDJKFJDK_02854	CDS	873	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
PDJKFJDK_02855	CDS	1083				hypothetical protein
PDJKFJDK_02856	CDS	687				hypothetical protein
PDJKFJDK_02857	CDS	819	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
PDJKFJDK_02858	CDS	501				hypothetical protein
PDJKFJDK_02859	CDS	951	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
PDJKFJDK_02860	CDS	603				hypothetical protein
PDJKFJDK_02861	CDS	753	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
PDJKFJDK_02862	CDS	777				hypothetical protein
PDJKFJDK_02863	CDS	984	ansA	3.5.1.1	COG0252	L-asparaginase
PDJKFJDK_02864	CDS	1371	egtA	6.3.2.2		Glutamate--cysteine ligase EgtA
PDJKFJDK_02865	CDS	417				hypothetical protein
PDJKFJDK_02866	CDS	267	tusA		COG0425	Sulfur carrier protein TusA
PDJKFJDK_02867	CDS	567	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
PDJKFJDK_02868	CDS	135				hypothetical protein
PDJKFJDK_02869	CDS	399				hypothetical protein
PDJKFJDK_02870	CDS	441				hypothetical protein
PDJKFJDK_02871	CDS	693				hypothetical protein
PDJKFJDK_02872	CDS	213				hypothetical protein
PDJKFJDK_02873	CDS	678				hypothetical protein
PDJKFJDK_02874	CDS	828	cobV	2.7.8.26		Adenosylcobinamide-GDP ribazoletransferase
PDJKFJDK_02875	CDS	1038	cobU	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
PDJKFJDK_02876	CDS	1542	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
PDJKFJDK_02877	CDS	456	iorA_2	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
PDJKFJDK_02878	CDS	2196	iorB_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
PDJKFJDK_02879	CDS	3396				hypothetical protein
PDJKFJDK_02880	CDS	993	ephA_2	3.3.2.10		Epoxide hydrolase A
PDJKFJDK_02881	CDS	786	yofA		COG0583	HTH-type transcriptional regulator YofA
PDJKFJDK_02882	CDS	1233	amiD_1	3.5.1.4	COG0154	Putative amidase AmiD
PDJKFJDK_02883	CDS	1008				hypothetical protein
PDJKFJDK_02884	CDS	159				hypothetical protein
PDJKFJDK_02885	CDS	468				hypothetical protein
PDJKFJDK_02886	CDS	675				hypothetical protein
PDJKFJDK_02887	CDS	807	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
PDJKFJDK_02888	CDS	270				hypothetical protein
PDJKFJDK_02889	CDS	231				hypothetical protein
PDJKFJDK_02890	CDS	1434		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
PDJKFJDK_02891	CDS	363				hypothetical protein
PDJKFJDK_02892	CDS	486	ohrR_2			Organic hydroperoxide resistance transcriptional regulator
PDJKFJDK_02893	CDS	606				hypothetical protein
PDJKFJDK_02894	CDS	720				hypothetical protein
PDJKFJDK_02895	CDS	2310	mtgA_4	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
PDJKFJDK_02896	CDS	465				hypothetical protein
PDJKFJDK_02897	CDS	702				hypothetical protein
PDJKFJDK_02898	CDS	552				hypothetical protein
PDJKFJDK_02899	CDS	834				hypothetical protein
PDJKFJDK_02900	CDS	1434				hypothetical protein
PDJKFJDK_02901	CDS	1215	zapE		COG1485	Cell division protein ZapE
PDJKFJDK_02902	CDS	579		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
PDJKFJDK_02903	CDS	687	rnhA	3.1.26.4		Ribonuclease H
PDJKFJDK_02904	CDS	786				hypothetical protein
PDJKFJDK_02905	CDS	252				hypothetical protein
PDJKFJDK_02906	CDS	309				hypothetical protein
PDJKFJDK_02907	CDS	963	gshB	6.3.2.3	COG0189	Glutathione synthetase
PDJKFJDK_02908	CDS	156				hypothetical protein
PDJKFJDK_02909	CDS	1578	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
PDJKFJDK_02910	CDS	759	amiD_2	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
PDJKFJDK_02911	CDS	726	djlA		COG1076	Co-chaperone protein DjlA
PDJKFJDK_02912	CDS	1485				hypothetical protein
PDJKFJDK_02913	CDS	1947				hypothetical protein
PDJKFJDK_02914	CDS	1308				hypothetical protein
PDJKFJDK_02915	CDS	768				hypothetical protein
PDJKFJDK_02916	CDS	858	fmt_2	2.1.2.9		Methionyl-tRNA formyltransferase
PDJKFJDK_02917	CDS	1281		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
PDJKFJDK_02918	CDS	549	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
PDJKFJDK_02919	CDS	1293	fbcH_1		COG1290	Cytochrome b/c1
PDJKFJDK_02920	CDS	894	fbcH_2		COG1290	Cytochrome b/c1
PDJKFJDK_02921	CDS	876	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
PDJKFJDK_02922	CDS	264				hypothetical protein
PDJKFJDK_02923	CDS	906	cpdA_4	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PDJKFJDK_02924	CDS	588	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
PDJKFJDK_02925	CDS	504				hypothetical protein
PDJKFJDK_02926	CDS	663	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
PDJKFJDK_02927	CDS	744	hisA_2	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
PDJKFJDK_02928	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
PDJKFJDK_02929	CDS	351	hisE	3.6.1.31		Phosphoribosyl-ATP pyrophosphatase
PDJKFJDK_02930	CDS	1014	coaA	2.7.1.33	COG1072	Pantothenate kinase
PDJKFJDK_02931	CDS	1146				hypothetical protein
PDJKFJDK_02932	CDS	522				hypothetical protein
PDJKFJDK_02933	CDS	507				hypothetical protein
PDJKFJDK_02934	CDS	672	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
PDJKFJDK_02935	CDS	327				hypothetical protein
PDJKFJDK_02936	CDS	477				hypothetical protein
PDJKFJDK_02937	CDS	2595	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
PDJKFJDK_02938	CDS	1950	acsA_3	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
PDJKFJDK_02939	CDS	387				hypothetical protein
PDJKFJDK_02940	CDS	1701	actP_1		COG4147	Cation/acetate symporter ActP
PDJKFJDK_02941	CDS	1599	purH		COG0138	Bifunctional purine biosynthesis protein PurH
PDJKFJDK_02942	CDS	1713	fzlC			FtsZ-localized protein C
PDJKFJDK_02943	CDS	849	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
PDJKFJDK_02944	CDS	243				hypothetical protein
PDJKFJDK_02945	CDS	1533	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
PDJKFJDK_02946	CDS	186				hypothetical protein
PDJKFJDK_02947	CDS	282				hypothetical protein
PDJKFJDK_02948	CDS	144				hypothetical protein
PDJKFJDK_02949	CDS	420		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
PDJKFJDK_02950	CDS	645	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
PDJKFJDK_02951	CDS	2448	gyrB	5.6.2.2		DNA gyrase subunit B
PDJKFJDK_02952	CDS	756				hypothetical protein
PDJKFJDK_02953	CDS	426	mscL		COG1970	Large-conductance mechanosensitive channel
PDJKFJDK_02954	CDS	303				hypothetical protein
PDJKFJDK_02955	CDS	414				hypothetical protein
PDJKFJDK_02956	CDS	1182	aspC_1	2.6.1.1		Aspartate aminotransferase
PDJKFJDK_02957	CDS	192				hypothetical protein
PDJKFJDK_02958	CDS	1407	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
PDJKFJDK_02959	CDS	729	ompR_2			Transcriptional regulatory protein OmpR
PDJKFJDK_02960	CDS	564				hypothetical protein
PDJKFJDK_02961	CDS	888	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
PDJKFJDK_02962	CDS	264				hypothetical protein
PDJKFJDK_02963	CDS	219				hypothetical protein
PDJKFJDK_02964	CDS	783				hypothetical protein
PDJKFJDK_02965	CDS	1446				hypothetical protein
PDJKFJDK_02966	CDS	1899	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
PDJKFJDK_02967	CDS	1023	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
PDJKFJDK_02968	CDS	990	thrB	2.7.1.39	COG2334	Homoserine kinase
PDJKFJDK_02969	CDS	483	PGdx	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
PDJKFJDK_02970	CDS	609				hypothetical protein
PDJKFJDK_02971	CDS	1062			COG4307	putative protein
PDJKFJDK_02972	CDS	2676	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
PDJKFJDK_02973	CDS	708				hypothetical protein
PDJKFJDK_02974	CDS	603				hypothetical protein
PDJKFJDK_02975	CDS	1101	recA			Protein RecA
PDJKFJDK_02976	CDS	2712	cckA_4			Sensor kinase CckA
PDJKFJDK_02977	CDS	1065	flhB_1		COG1377	Flagellar biosynthetic protein FlhB
PDJKFJDK_02978	CDS	777	fliR		COG1684	Flagellar biosynthetic protein FliR
PDJKFJDK_02979	CDS	267				hypothetical protein
PDJKFJDK_02980	CDS	324	fliE_1			Flagellar hook-basal body complex protein FliE
PDJKFJDK_02981	CDS	411	flgC_1		COG1558	Flagellar basal-body rod protein FlgC
PDJKFJDK_02982	CDS	417				hypothetical protein
PDJKFJDK_02983	CDS	1317				hypothetical protein
PDJKFJDK_02984	CDS	1095	lhgD	1.1.5.-		L-2-hydroxyglutarate dehydrogenase
PDJKFJDK_02985	CDS	840				hypothetical protein
PDJKFJDK_02986	CDS	807	ccmC		COG0755	Heme exporter protein C
PDJKFJDK_02987	CDS	153				hypothetical protein
PDJKFJDK_02988	CDS	621	cycY		COG0526	Thiol:disulfide interchange protein CycY
PDJKFJDK_02989	CDS	744	lutA_2		COG0247	Lactate utilization protein A
PDJKFJDK_02990	CDS	1575	lutB		COG1139	Lactate utilization protein B
PDJKFJDK_02991	CDS	606				hypothetical protein
PDJKFJDK_02992	CDS	861				hypothetical protein
PDJKFJDK_02993	CDS	462	rplM		COG0102	50S ribosomal protein L13
PDJKFJDK_02994	CDS	486	rpsI		COG0103	30S ribosomal protein S9
PDJKFJDK_02995	CDS	375				hypothetical protein
PDJKFJDK_02996	CDS	210	mopII			Molybdenum-pterin-binding protein 2
PDJKFJDK_02997	CDS	879	lacX			Protein LacX, plasmid
PDJKFJDK_02998	CDS	1761	pglK	7.5.2.5	COG1132	Protein glycosylation K
PDJKFJDK_02999	CDS	519				hypothetical protein
PDJKFJDK_03000	CDS	99				hypothetical protein
PDJKFJDK_03001	CDS	423				hypothetical protein
PDJKFJDK_03002	tRNA	76				tRNA-Phe(gaa)
PDJKFJDK_03003	CDS	219	yacG			DNA gyrase inhibitor YacG
PDJKFJDK_03004	CDS	672	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
PDJKFJDK_03005	tRNA	76				tRNA-Thr(cgt)
PDJKFJDK_03006	CDS	441				hypothetical protein
PDJKFJDK_03007	CDS	1164				hypothetical protein
PDJKFJDK_03008	CDS	612				hypothetical protein
PDJKFJDK_03009	CDS	624				hypothetical protein
PDJKFJDK_03010	CDS	183				hypothetical protein
PDJKFJDK_03011	CDS	522				hypothetical protein
PDJKFJDK_03012	CDS	282				hypothetical protein
PDJKFJDK_03013	CDS	480				hypothetical protein
PDJKFJDK_03014	CDS	606				hypothetical protein
PDJKFJDK_03015	CDS	210				hypothetical protein
PDJKFJDK_03016	CDS	249				hypothetical protein
PDJKFJDK_03017	CDS	966	xerC_6			Tyrosine recombinase XerC
PDJKFJDK_03018	CDS	810				hypothetical protein
PDJKFJDK_03019	CDS	741				hypothetical protein
PDJKFJDK_03020	CDS	1224				hypothetical protein
PDJKFJDK_03021	CDS	234				hypothetical protein
PDJKFJDK_03022	CDS	216				hypothetical protein
PDJKFJDK_03023	CDS	255				hypothetical protein
PDJKFJDK_03024	CDS	309				hypothetical protein
PDJKFJDK_03025	CDS	291				hypothetical protein
PDJKFJDK_03026	CDS	2244	cntO_1			Metal-pseudopaline receptor CntO
PDJKFJDK_03027	CDS	237				hypothetical protein
PDJKFJDK_03028	CDS	420				hypothetical protein
PDJKFJDK_03029	CDS	264				hypothetical protein
PDJKFJDK_03030	CDS	669	ccmB		COG2386	Heme exporter protein B
PDJKFJDK_03031	CDS	648	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
PDJKFJDK_03032	CDS	2712	acnA	4.2.1.3	COG1048	Aconitate hydratase A
PDJKFJDK_03033	CDS	360				hypothetical protein
PDJKFJDK_03034	CDS	585				hypothetical protein
PDJKFJDK_03035	CDS	300				hypothetical protein
PDJKFJDK_03036	CDS	648	nagL_2	5.2.1.4		Maleylpyruvate isomerase
PDJKFJDK_03037	CDS	1332	ndh	1.6.99.3	COG1252	NADH dehydrogenase
PDJKFJDK_03038	CDS	327				hypothetical protein
PDJKFJDK_03039	CDS	312				hypothetical protein
PDJKFJDK_03040	CDS	1374				hypothetical protein
PDJKFJDK_03041	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
PDJKFJDK_03042	CDS	1530	nadB	1.4.3.16	COG0029	L-aspartate oxidase
PDJKFJDK_03043	CDS	861	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
PDJKFJDK_03044	CDS	678	erfK_2	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
PDJKFJDK_03045	CDS	312			COG3039	IS5 family transposase ISMpo7
PDJKFJDK_03046	CDS	426				hypothetical protein
PDJKFJDK_03047	CDS	267				hypothetical protein
PDJKFJDK_03048	CDS	1890	ftsH_5	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
PDJKFJDK_03049	CDS	267				IS3 family transposase ISSpma3
PDJKFJDK_03050	CDS	903				IS3 family transposase ISEli1
PDJKFJDK_03051	CDS	2148				hypothetical protein
PDJKFJDK_03052	CDS	1350				hypothetical protein
PDJKFJDK_03053	CDS	2319	rhlE_2	3.6.4.13		ATP-dependent RNA helicase RhlE
PDJKFJDK_03054	CDS	2658				hypothetical protein
PDJKFJDK_03055	CDS	3351	recB_2	3.1.11.5		RecBCD enzyme subunit RecB
PDJKFJDK_03056	CDS	666				hypothetical protein
PDJKFJDK_03057	CDS	1983				hypothetical protein
PDJKFJDK_03058	CDS	1203	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
PDJKFJDK_03059	CDS	300				hypothetical protein
PDJKFJDK_03060	CDS	1554	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
PDJKFJDK_03061	CDS	2367	ppk	2.7.4.1	COG0855	Polyphosphate kinase
PDJKFJDK_03062	CDS	759				hypothetical protein
PDJKFJDK_03063	CDS	1113			COG0628	Putative transport protein
PDJKFJDK_03064	CDS	231				hypothetical protein
PDJKFJDK_03065	CDS	1068	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
PDJKFJDK_03066	CDS	660	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
PDJKFJDK_03067	CDS	1572				hypothetical protein
PDJKFJDK_03068	CDS	1305				hypothetical protein
PDJKFJDK_03069	CDS	1953				hypothetical protein
PDJKFJDK_03070	CDS	474				hypothetical protein
PDJKFJDK_03071	CDS	420				hypothetical protein
PDJKFJDK_03072	CDS	483				hypothetical protein
PDJKFJDK_03073	CDS	363	ihfA			Integration host factor subunit alpha
PDJKFJDK_03074	CDS	981	fabH_2	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
PDJKFJDK_03075	CDS	1059	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
PDJKFJDK_03076	CDS	519				hypothetical protein
PDJKFJDK_03077	CDS	567				hypothetical protein
PDJKFJDK_03078	CDS	498	bamE			Outer membrane protein assembly factor BamE
PDJKFJDK_03079	CDS	672	gph_1	3.1.3.18		Phosphoglycolate phosphatase
PDJKFJDK_03080	CDS	1089	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
PDJKFJDK_03081	CDS	537				hypothetical protein
PDJKFJDK_03082	CDS	1611	mdoG_2		COG3131	Glucans biosynthesis protein G
PDJKFJDK_03083	CDS	1167	ldc	4.1.1.17		Lysine/ornithine decarboxylase
PDJKFJDK_03084	CDS	558				hypothetical protein
PDJKFJDK_03085	CDS	189				hypothetical protein
PDJKFJDK_03086	CDS	1449	hss	2.5.1.44		Homospermidine synthase
PDJKFJDK_03087	CDS	453				hypothetical protein
PDJKFJDK_03088	CDS	567				hypothetical protein
PDJKFJDK_03089	CDS	342				hypothetical protein
PDJKFJDK_03090	CDS	852				hypothetical protein
PDJKFJDK_03091	CDS	1974	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
PDJKFJDK_03092	CDS	924	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
PDJKFJDK_03093	CDS	1059	wecA	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
PDJKFJDK_03094	CDS	2931				hypothetical protein
PDJKFJDK_03095	CDS	477				hypothetical protein
PDJKFJDK_03096	CDS	942				hypothetical protein
PDJKFJDK_03097	CDS	237				hypothetical protein
PDJKFJDK_03098	CDS	2409	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
PDJKFJDK_03099	CDS	1626	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
PDJKFJDK_03100	CDS	1533	glgA	2.4.1.21	COG0297	Glycogen synthase
PDJKFJDK_03101	CDS	780	fixK_1		COG0664	Nitrogen fixation regulation protein FixK
PDJKFJDK_03102	CDS	837		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
PDJKFJDK_03103	CDS	2208				hypothetical protein
PDJKFJDK_03104	CDS	336				hypothetical protein
PDJKFJDK_03105	CDS	1416				hypothetical protein
PDJKFJDK_03106	CDS	822				hypothetical protein
PDJKFJDK_03107	CDS	957				hypothetical protein
PDJKFJDK_03108	CDS	636				hypothetical protein
PDJKFJDK_03109	CDS	786				hypothetical protein
PDJKFJDK_03110	CDS	627				hypothetical protein
PDJKFJDK_03111	CDS	2058	cstA		COG1966	Peptide transporter CstA
PDJKFJDK_03112	CDS	234				hypothetical protein
PDJKFJDK_03113	CDS	1290				hypothetical protein
PDJKFJDK_03114	CDS	1137	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
PDJKFJDK_03115	CDS	381				hypothetical protein
PDJKFJDK_03116	CDS	423	ndk	2.7.4.6		Nucleoside diphosphate kinase
PDJKFJDK_03117	CDS	513				hypothetical protein
PDJKFJDK_03118	CDS	2130				hypothetical protein
PDJKFJDK_03119	CDS	1008	hslO		COG1281	33 kDa chaperonin
PDJKFJDK_03120	CDS	1830	edd	4.2.1.12		Phosphogluconate dehydratase
PDJKFJDK_03121	CDS	621	eda			KHG/KDPG aldolase
PDJKFJDK_03122	CDS	2115	bfrD_1		COG4774	putative TonB-dependent receptor BfrD
PDJKFJDK_03123	CDS	396				hypothetical protein
PDJKFJDK_03124	CDS	666		1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
PDJKFJDK_03125	CDS	516				hypothetical protein
PDJKFJDK_03126	CDS	1749		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
PDJKFJDK_03127	CDS	669	gmk	2.7.4.8	COG0194	Guanylate kinase
PDJKFJDK_03128	CDS	915				hypothetical protein
PDJKFJDK_03129	CDS	546				hypothetical protein
PDJKFJDK_03130	CDS	216				hypothetical protein
PDJKFJDK_03131	CDS	1383	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
PDJKFJDK_03132	CDS	1167				hypothetical protein
PDJKFJDK_03133	CDS	240				hypothetical protein
PDJKFJDK_03134	CDS	174				hypothetical protein
PDJKFJDK_03135	CDS	306				hypothetical protein
PDJKFJDK_03136	CDS	555				hypothetical protein
PDJKFJDK_03137	CDS	468				hypothetical protein
PDJKFJDK_03138	CDS	165				hypothetical protein
PDJKFJDK_03139	CDS	1389	hemA_2	2.3.1.37	COG0156	5-aminolevulinate synthase
PDJKFJDK_03140	CDS	150				hypothetical protein
PDJKFJDK_03141	CDS	1290	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
PDJKFJDK_03142	CDS	381				hypothetical protein
PDJKFJDK_03143	CDS	459				hypothetical protein
PDJKFJDK_03144	CDS	1296	hisD	1.1.1.23		Histidinol dehydrogenase
PDJKFJDK_03145	CDS	525				hypothetical protein
PDJKFJDK_03146	CDS	474	arsC	1.20.4.4	COG0394	Arsenate reductase
PDJKFJDK_03147	CDS	831				hypothetical protein
PDJKFJDK_03148	CDS	249				hypothetical protein
PDJKFJDK_03149	CDS	438				hypothetical protein
PDJKFJDK_03150	CDS	897	pleD_1			Response regulator PleD
PDJKFJDK_03151	CDS	708				hypothetical protein
PDJKFJDK_03152	CDS	1416				hypothetical protein
PDJKFJDK_03153	CDS	1095				hypothetical protein
PDJKFJDK_03154	CDS	1203				hypothetical protein
PDJKFJDK_03155	CDS	1170	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
PDJKFJDK_03156	CDS	651				hypothetical protein
PDJKFJDK_03157	CDS	1251	nupX		COG1972	Putative nucleoside permease NupX
PDJKFJDK_03158	CDS	357				hypothetical protein
PDJKFJDK_03159	CDS	984				hypothetical protein
PDJKFJDK_03160	CDS	189				hypothetical protein
PDJKFJDK_03161	CDS	123				hypothetical protein
PDJKFJDK_03162	CDS	240				hypothetical protein
PDJKFJDK_03163	CDS	681				hypothetical protein
PDJKFJDK_03164	CDS	1107				hypothetical protein
PDJKFJDK_03165	CDS	1323	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
PDJKFJDK_03166	CDS	996	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
PDJKFJDK_03167	CDS	381				hypothetical protein
PDJKFJDK_03168	CDS	861				hypothetical protein
PDJKFJDK_03169	CDS	1113	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
PDJKFJDK_03170	CDS	513	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
PDJKFJDK_03171	CDS	177				hypothetical protein
PDJKFJDK_03172	CDS	219				hypothetical protein
PDJKFJDK_03173	CDS	177				hypothetical protein
PDJKFJDK_03174	CDS	1932	acsA_4	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
PDJKFJDK_03175	CDS	660				hypothetical protein
PDJKFJDK_03176	CDS	795	xthA_1	3.1.11.2	COG0708	Exodeoxyribonuclease III
PDJKFJDK_03177	CDS	888				hypothetical protein
PDJKFJDK_03178	CDS	1731	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
PDJKFJDK_03179	CDS	783	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
PDJKFJDK_03180	CDS	1383	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
PDJKFJDK_03181	CDS	1299	oxlT_1			Oxalate:formate antiporter
PDJKFJDK_03182	CDS	2100				hypothetical protein
PDJKFJDK_03183	CDS	1056				hypothetical protein
PDJKFJDK_03184	CDS	111				hypothetical protein
PDJKFJDK_03185	tRNA	75				tRNA-Val(gac)
PDJKFJDK_03186	CDS	1047				hypothetical protein
PDJKFJDK_03187	CDS	2154				hypothetical protein
PDJKFJDK_03188	CDS	1308				hypothetical protein
PDJKFJDK_03189	CDS	1110	pufC			Photosynthetic reaction center cytochrome c subunit
PDJKFJDK_03190	CDS	978	pufM			Reaction center protein M chain
PDJKFJDK_03191	CDS	825	pufL			Reaction center protein L chain
PDJKFJDK_03192	CDS	189				Light-harvesting protein B-880 alpha chain
PDJKFJDK_03193	CDS	231				hypothetical protein
PDJKFJDK_03194	CDS	234				hypothetical protein
PDJKFJDK_03195	CDS	1467	bchZ	1.3.7.15	COG2710	Chlorophyllide reductase subunit Z
PDJKFJDK_03196	CDS	1527	bchY	1.3.7.15		Chlorophyllide reductase 52.5 kDa chain
PDJKFJDK_03197	CDS	1005	bchX	1.3.7.15	COG1348	Chlorophyllide reductase 35.5 kDa chain
PDJKFJDK_03198	CDS	939	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
PDJKFJDK_03199	CDS	1158	crtF	2.1.1.210		Demethylspheroidene O-methyltransferase
PDJKFJDK_03200	CDS	867		2.5.1.10		Farnesyl diphosphate synthase
PDJKFJDK_03201	CDS	1500	crtD	1.3.99.27		Hydroxyneurosporene desaturase
PDJKFJDK_03202	CDS	900	crtC	4.2.1.131		Acyclic carotenoid 1,2-hydratase
PDJKFJDK_03203	CDS	621	yciB		COG2917	Intracellular septation protein
PDJKFJDK_03204	CDS	1467	ftsY			Signal recognition particle receptor FtsY
PDJKFJDK_03205	CDS	720		5.4.99.-	COG0564	putative RNA pseudouridine synthase
PDJKFJDK_03206	CDS	1233	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
PDJKFJDK_03207	CDS	858	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
PDJKFJDK_03208	CDS	762				hypothetical protein
PDJKFJDK_03209	CDS	765	pdg			Ultraviolet N-glycosylase/AP lyase
PDJKFJDK_03210	CDS	1113	splB	4.1.99.14	COG1533	Spore photoproduct lyase
PDJKFJDK_03211	CDS	273				hypothetical protein
PDJKFJDK_03212	CDS	384				hypothetical protein
PDJKFJDK_03213	CDS	2355	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
PDJKFJDK_03214	CDS	3267		2.7.1.8		Glucosamine kinase
PDJKFJDK_03215	CDS	3375	glgE	2.4.99.16		Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
PDJKFJDK_03216	CDS	4974				hypothetical protein
PDJKFJDK_03217	CDS	1806	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
PDJKFJDK_03218	CDS	573				hypothetical protein
PDJKFJDK_03219	CDS	627				hypothetical protein
PDJKFJDK_03220	CDS	753				hypothetical protein
